event_uuid,event_sequence,event_type,event_threadId,event_hostId,event_timestampNanos,event_name,event_parameters,event_properties,file_object_uuid,file_object_sequence,file_object_type,file_object_threadId,file_object_hostId,file_object_timestampNanos,file_object_name,file_object_parameters,file_object_properties
CCFF141A-FFB8-54BC-AC84-275BCE59F904,18672873,EVENT_FCNTL,100106,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,1523432873730746985,aue_fcntl,"[{'size': -1, 'type': 'VALUE_TYPE_CONTROL', 'valueDataType': 'VALUE_DATA_TYPE_INT', 'isNull': False, 'name': {'string': 'cmd'}, 'runtimeDataType': None, 'valueBytes': {'bytes': '04'}, 'provenance': None, 'tag': None, 'components': None}]","{'host': '83c8ed1f-5045-dbcd-b39f-918f0df4f851', 'return_value': '0', 'fd': '4', 'exec': 'python2.7', 'ppid': '1'}",,,,,,,,[],{}
EF8F76BA-E700-5B30-8124-DF7601A23E3C,18672874,EVENT_FCNTL,100106,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,1523432873730746985,aue_fcntl,"[{'size': -1, 'type': 'VALUE_TYPE_CONTROL', 'valueDataType': 'VALUE_DATA_TYPE_INT', 'isNull': False, 'name': {'string': 'cmd'}, 'runtimeDataType': None, 'valueBytes': {'bytes': '03'}, 'provenance': None, 'tag': None, 'components': None}]","{'host': '83c8ed1f-5045-dbcd-b39f-918f0df4f851', 'return_value': '2', 'fd': '3', 'exec': 'python2.7', 'ppid': '1'}",,,,,,,,[],{}
4674C260-7E77-5AF8-9A9C-0EF0AECA363A,18672875,EVENT_FCNTL,100106,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,1523432873730746985,aue_fcntl,"[{'size': -1, 'type': 'VALUE_TYPE_CONTROL', 'valueDataType': 'VALUE_DATA_TYPE_INT', 'isNull': False, 'name': {'string': 'cmd'}, 'runtimeDataType': None, 'valueBytes': {'bytes': '04'}, 'provenance': None, 'tag': None, 'components': None}]","{'host': '83c8ed1f-5045-dbcd-b39f-918f0df4f851', 'return_value': '0', 'fd': '4', 'exec': 'python2.7', 'ppid': '1'}",,,,,,,,[],{}
1CCAFFB6-A9AA-5A46-B339-1D08923F94A2,18672876,EVENT_CLOSE,100106,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,1523432874730745630,aue_close,[],"{'host': '83c8ed1f-5045-dbcd-b39f-918f0df4f851', 'return_value': '0', 'fd': '17', 'exec': 'python2.7', 'ppid': '1'}",,,,,,,,[],{}
087DDD98-9B82-57F3-ADEC-0489FD85B097,18672877,EVENT_CLOSE,100106,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,1523432874730745630,aue_close,[],"{'host': '83c8ed1f-5045-dbcd-b39f-918f0df4f851', 'return_value': '0', 'fd': '28', 'exec': 'python2.7', 'ppid': '1'}",,,,,,,,[],{}
,,,,,,,[],{},A4E19B6E-3D5C-11E8-B8CE-15D78AC88FB6,,FILE_OBJECT_UNIX_SOCKET,,,,,[],{}
,,,,,,,[],{},A4E19B11-3D5C-11E8-B8CE-15D78AC88FB6,,FILE_OBJECT_UNIX_SOCKET,,,,,[],{}
CD26DF25-4E4E-5BA1-B20D-076BA981F590,18672878,EVENT_CREATE_OBJECT,100106,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,1523432874730745630,aue_socketpair,[],"{'host': '83c8ed1f-5045-dbcd-b39f-918f0df4f851', 'ret_fd2': '28', 'ret_fd1': '17', 'return_value': '0', 'exec': 'python2.7', 'ppid': '1'}",,,,,,,,[],{}
FC93B317-5297-5E78-A17B-02E87CFBA115,18672879,EVENT_FCNTL,100106,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,1523432874730745630,aue_fcntl,"[{'size': -1, 'type': 'VALUE_TYPE_CONTROL', 'valueDataType': 'VALUE_DATA_TYPE_INT', 'isNull': False, 'name': {'string': 'cmd'}, 'runtimeDataType': None, 'valueBytes': {'bytes': '03'}, 'provenance': None, 'tag': None, 'components': None}]","{'host': '83c8ed1f-5045-dbcd-b39f-918f0df4f851', 'return_value': '2', 'fd': '3', 'exec': 'python2.7', 'ppid': '1'}",,,,,,,,[],{}
199EAFF6-2C95-5415-BB96-6FDA7BD10FA8,18672880,EVENT_FCNTL,100106,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,1523432874730745630,aue_fcntl,"[{'size': -1, 'type': 'VALUE_TYPE_CONTROL', 'valueDataType': 'VALUE_DATA_TYPE_INT', 'isNull': False, 'name': {'string': 'cmd'}, 'runtimeDataType': None, 'valueBytes': {'bytes': '04'}, 'provenance': None, 'tag': None, 'components': None}]","{'host': '83c8ed1f-5045-dbcd-b39f-918f0df4f851', 'return_value': '0', 'fd': '4', 'exec': 'python2.7', 'ppid': '1'}",,,,,,,,[],{}
